model,estimate,std_error
3,1,6.84021387724912e-17
1,1,3.0248149991929e-17
2,1,9.78778938766161e-18
3,1,9.94468820044616e-18
1,1,2.31515359832307e-17
2,1,4.74443521694354e-17
3,1,5.51452355262461e-17
1,1,2.45990948003692e-17
2,1,5.68404890035284e-18
3,1,9.99113051926228e-18
1,1,3.47045700956951e-17
2,1,4.46283930443443e-17
3,1,4.42562949045981e-17
1,1,1.47316941331164e-17
2,1,4.58906770933316e-17
3,1,6.31600795371462e-17
1,1,1.52317113270624e-17
2,1,6.44685496979379e-17
3,1,9.35375765723104e-17
1,1,6.0114179460136e-17
2,1,6.56099453408706e-17
3,1,6.5374464274798e-17
1,1,5.42540768722302e-18
2,1,1.07090509329924e-17
3,1,1.29212767600665e-17
1,1,3.00323029068244e-17
2,1,9.0740166381177e-18
3,1,1.75610360761321e-17
1,1,5.50156518648077e-18
2,1,9.15281117511147e-17
3,1,1.02831720605877e-16
1,1,7.04299554039913e-17
2,1,1.25438077151318e-17
3,1,1.28958656934719e-17
1,1,3.34035520175527e-17
2,1,9.67192394242467e-18
3,1,1.01553001518862e-17
1,1,1.08225391152498e-17
2,1,4.35276571842414e-17
3,1,1.5259662032357e-16
1,1,5.44240191897437e-17
2,1,2.10457710694899e-17
3,1,2.22303939082157e-17
1,1,8.53346257562034e-17
2,1,7.05883985716486e-17
3,1,1.18789052891858e-16
1,1,1.37112018874804e-17
2,1,6.94472665388145e-18
3,1,2.40891915850148e-17
1,1,3.03694871556374e-17
2,1,1.95045273633288e-17
3,1,6.41870808218648e-17
1,1,3.02462569664761e-17
2,1,4.30178329866547e-17
3,1,6.60340799182987e-17
1,1,6.23818609849139e-18
2,1,8.70546300020092e-18
3,1,1.52136646412959e-17
1,1,2.95597154781695e-17
2,1,6.30955180727098e-17
3,1,7.98187486469443e-17
1,1,3.55581387776379e-18
2,1,1.76160793744205e-17
3,1,1.74579279103194e-17
1,1,7.34034041427946e-17
2,1,5.12238086615283e-17
3,1,1.14421974749752e-16
1,1,5.21500952603188e-18
2,1,1.6421026158009e-17
3,1,1.68320399616535e-17
1,1,2.39399650234031e-17
2,1,2.47099296184071e-17
3,1,5.25900882749252e-17
1,1,1.94344986366398e-17
2,1,5.51224931625658e-18
3,1,8.37554250308511e-18
1,1,2.02383982914446e-17
2,1,2.68566475526316e-17
3,1,4.1636580704249e-17
1,1,9.72249730452779e-18
2,1,4.64548195571858e-17
3,1,5.2678690711779e-17
1,1,2.59912293041662e-17
2,1,1.98502727695246e-17
3,1,5.36610817350106e-17
1,1,2.10323236616556e-17
2,1,6.62241917582431e-17
3,1,8.0032565471218e-17
1,1,8.23457019680904e-18
2,1,4.06386737100272e-17
3,1,4.3129934583133e-17
1,1,7.88406119470628e-17
2,1,3.70733572884596e-17
3,1,3.71945395026159e-17
1,1,3.40680366729393e-17
2,1,2.29847007891779e-17
3,1,4.59109934217617e-17
1,1,9.5895050451456e-17
2,1,7.85969030496751e-18
3,1,2.04605874881811e-17
1,1,2.66559831435353e-17
2,1,3.14378897207899e-17
3,1,4.76276833351827e-17
1,1,7.78307799222569e-17
2,1,1.03352339062733e-17
3,1,1.0372417217243e-17
1,1,9.14967649318846e-17
2,1,1.14427993104626e-17
3,1,1.62567074009896e-17
1,1,4.07690072014448e-18
2,1,5.38488878650292e-18
3,1,1.59506178196899e-17
1,1,3.72304054205548e-17
2,1,6.17537627415059e-18
3,1,7.14598480528469e-18
1,1,5.71867742163456e-17
2,1,2.4615266906287e-17
3,1,3.4431493119111e-17
1,1,1.92545338564959e-17
2,1,1.06035603862723e-17
3,1,1.25739162664802e-17
1,1,1.96611310264762e-17
2,1,1.74442740750663e-17
3,1,2.96912508819463e-17
1,1,7.58323327745218e-17
2,1,5.11027482008558e-17
3,1,5.08706124239166e-17
1,1,3.72255750991125e-18
2,1,8.57113889992431e-18
3,1,1.40914701172907e-17
1,1,5.30013795871247e-17
2,1,7.58231727311814e-17
3,1,7.59717451290497e-17
1,1,1.71973548084234e-17
2,1,3.76472801017836e-17
3,1,4.65392958996545e-17
1,1,2.30698378145131e-17
2,1,1.1325589410184e-17
3,1,1.39957676645587e-17
1,1,1.19253851692627e-17
2,1,7.15838298109304e-17
3,1,8.13150582109275e-17
1,1,2.62245491778958e-17
2,1,3.51856300219871e-17
3,1,4.58105747801377e-17
1,1,1.12323641236623e-17
2,1,2.94045912078359e-17
3,1,3.47866244655533e-17
1,1,5.91782873633415e-17
2,1,4.4327228494386e-17
3,1,5.15642170900855e-17
1,1,5.79917299504754e-17
2,1,1.1025392366021e-16
3,1,1.14985899807333e-16
1,1,2.34081435855369e-17
2,1,2.27120422148449e-17
3,1,5.05731802512516e-17
1,1,1.39270222472569e-17
2,1,1.38765913428657e-17
3,1,2.92824623918697e-17
1,1,8.37055838235905e-18
2,1,1.53076391005231e-17
3,1,1.58523110403873e-17
1,1,4.82595547860721e-17
2,1,6.25356517855949e-17
3,1,6.37975331758963e-17
1,1,6.97163771481632e-18
2,1,1.17470409171664e-17
3,1,1.68385121905505e-17
1,1,4.81628821223367e-18
2,1,4.89718504178297e-17
3,1,4.89619468769861e-17
1,1,7.59639127520841e-17
2,1,1.56161445387662e-17
3,1,2.16185127855945e-17
1,1,2.1380664471332e-17
2,1,2.0765367045644e-17
3,1,5.8889621170293e-17
1,1,2.96661500322762e-17
2,1,2.88767600627205e-17
3,1,3.13262973337694e-17
1,1,6.55788610147238e-17
2,1,5.19003239249588e-17
3,1,6.40518965900707e-17
1,1,1.58763975474527e-17
2,1,5.14968049664061e-17
3,1,5.88768308023242e-17
1,1,1.00105835539732e-17
2,1,2.82360413642539e-17
3,1,5.98885535816168e-17
1,1,1.96546306865763e-17
2,1,3.75634098310318e-17
3,1,8.62621208041212e-17
1,1,1.52109810471272e-17
2,1,4.80761713907417e-17
3,1,7.25028447034785e-17
1,1,1.9388268176084e-17
2,1,5.07798397831777e-17
3,1,1.01410014099676e-16
1,1,1.04060336688382e-17
2,1,1.83370862435004e-17
3,1,4.00583468227944e-17
1,1,3.66304138087959e-17
2,1,1.09232052546933e-17
3,1,2.56812615865315e-17
1,1,2.68084819024555e-17
2,1,6.65889515625384e-17
3,1,6.71576934427785e-17
1,1,6.58813705441781e-18
2,1,4.78180253021086e-17
3,1,6.96323544188911e-17
1,1,4.41185371379346e-17
2,1,3.22270363655706e-17
3,1,6.13223371840945e-17
1,1,5.08488869413789e-18
2,1,4.60501202956759e-18
3,1,1.30342713798113e-17
1,1,1.196072583884e-17
2,1,8.92021118717666e-18
3,1,1.14453665258777e-17
1,1,2.47301679780622e-17
2,1,7.49453666294239e-17
3,1,7.75370886915692e-17
1,1,1.11595496804078e-17
2,1,2.43505542652839e-17
3,1,3.24870353414208e-17
1,1,4.91146885672033e-17
2,1,5.15334662260253e-17
3,1,5.35835367710154e-17
1,1,4.18712086549385e-18
2,1,3.15465158424471e-17
3,1,5.2786515584982e-17
1,1,6.75072860090697e-17
2,1,4.1859367354052e-17
3,1,4.27867396756404e-17
1,1,6.5000315439422e-17
2,1,1.34004561977238e-17
3,1,2.17165478574152e-17
1,1,3.10314722242132e-17
2,1,6.97956066029197e-17
3,1,2.36019328405839e-16
1,1,1.08911648976881e-17
2,1,2.19972758043652e-17
3,1,3.99067244107941e-17
1,1,8.40022377514628e-18
2,1,1.01740820014342e-17
3,1,1.65923993509411e-17
1,1,6.13172126001771e-18
2,1,1.54346671423788e-17
3,1,1.54424835485351e-17
1,1,4.53306924170278e-17
2,1,4.65451050973045e-17
3,1,4.95423638000774e-17
1,1,3.38590445960739e-18
2,1,1.36335537849419e-17
3,1,2.41894286724278e-17
1,1,2.62449248738735e-17
2,1,3.45413674281063e-17
3,1,8.59778355141601e-17
1,1,2.26527709189192e-17
2,1,1.02088933400212e-17
3,1,1.25141712383891e-17
1,1,6.76091559098115e-17
2,1,2.83105299393942e-17
3,1,2.79742761597519e-17
1,1,2.65691385977412e-17
2,1,7.38486723804326e-18
3,1,2.27366985807942e-17
1,1,6.87072128824423e-17
2,1,9.0233094259904e-17
3,1,1.43363543505131e-16
1,1,2.34609571772947e-17
2,1,2.74918334937393e-17
3,1,2.77895466729917e-17
1,1,2.19122323315796e-17
2,1,5.04357008224619e-17
3,1,1.70643915816078e-16
1,1,2.39767728709889e-17
2,1,8.1929012916192e-17
3,1,8.94912401283647e-17
1,1,1.24880707357087e-17
2,1,2.49252101311089e-17
3,1,7.92700195398727e-17
1,1,3.30184030066645e-17
2,1,5.80182534341404e-18
3,1,6.52250045878043e-18
1,1,6.31970673378748e-17
2,1,2.09247365181055e-17
3,1,2.25881008103292e-17
1,1,4.12342228129263e-18
2,1,2.92666221189552e-17
3,1,4.66625379025221e-17
1,1,1.7513980892089e-17
2,1,5.30025236045692e-17
3,1,5.27724647519776e-17
1,1,3.05250742068309e-17
2,1,6.24462208610895e-17
3,1,6.26722942557761e-17
1,1,2.97549741897708e-17
2,1,1.9257685363651e-17
3,1,5.0714655822949e-17
1,1,3.03245796757355e-17
2,1,2.41851774824528e-17
3,1,2.53952487941133e-17
1,1,1.97916891169446e-17
2,1,1.02144097918379e-17
3,1,1.18760500778107e-17
1,1,3.54363979982887e-17
2,1,1.86490491780183e-17
3,1,1.96631502720644e-17
1,1,9.61065965536137e-18
2,1,3.39033289928559e-17
3,1,3.86490379292351e-17
1,1,3.86994578439269e-18
2,0.999999999999999,1.26775615233613e-16
3,1,4.61595408536565e-16
1,1,6.67845553882219e-18
2,1,4.51770311287653e-17
3,1,5.45010696076926e-17
1,1,2.74794204514604e-17
2,1,1.87591688269364e-17
3,1,2.05888698855653e-17
1,1,2.52896383918974e-17
2,1,3.93608236851298e-17
3,1,6.06004113823924e-17
1,1,2.62997345730934e-17
2,1,1.91834281744749e-17
3,1,2.30667995943665e-17
1,1,2.16579161584704e-17
2,1,8.50639209484085e-18
3,1,1.43135163589048e-17
1,1,2.13406156539439e-17
2,1,5.86285147869331e-17
3,1,7.33507729624472e-17
1,1,1.91121417185446e-17
2,1,1.64772957281668e-17
3,1,4.20557940272315e-17
1,1,2.11550177628883e-17
2,1,3.33382646009654e-18
3,1,3.66194403429985e-18
1,1,9.22674654441414e-17
2,1,3.89978313226821e-17
3,1,4.5784999574085e-17
1,1,4.26280413337311e-18
2,1,2.45088564533738e-17
3,1,3.30564868438622e-17
1,1,2.10179563291615e-17
2,1,7.84715113045434e-17
3,1,8.35677210005114e-17
1,1,9.15519818932664e-17
2,1,7.29540737962937e-18
3,1,1.77763280129821e-17
1,1,1.59407122578862e-17
2,1,1.81026506372337e-17
3,1,2.64171740836402e-17
1,1,1.43350084577961e-17
2,1,1.94481436509152e-17
3,1,2.18266505464545e-17
1,1,2.6128691341252e-17
2,1,4.93293938521672e-17
3,1,6.59578802802656e-17
1,1,5.52890230137157e-17
2,1,2.19226077611991e-18
3,1,2.27488517877294e-18
1,1,5.66195386679892e-17
2,1,9.87384113705295e-18
3,1,2.32934928517934e-17
1,1,1.9326481332077e-17
2,1,1.14739590160701e-17
3,1,2.4726513952182e-17
1,1,3.20863262468213e-17
2,1,5.53010871672033e-17
3,1,1.8150021814213e-16
1,1,9.14255173518091e-17
2,1,5.0112084834487e-17
3,1,8.22049136982042e-17
1,1,5.23496292674767e-17
2,1,1.12750840025473e-17
3,1,1.13374967558033e-17
1,1,6.13295069431893e-17
2,1,1.77121862164095e-17
3,1,3.14731423430337e-17
1,1,2.22317595450596e-17
2,1,2.29913072245259e-17
3,1,3.29559183780224e-17
1,1,1.92831903442682e-17
2,1,4.84270664525031e-17
3,1,5.94460680417778e-17
1,1,8.86618640267805e-18
2,1,4.19157441813528e-17
3,1,9.15234362158641e-17
1,1,4.55708994535701e-17
2,1,1.9739303380566e-17
3,1,2.46465617898736e-17
1,1,6.76087260436226e-17
2,1,9.34512266574549e-17
3,1,9.26717828045403e-17
1,1,7.57635138819115e-18
2,1,2.79258110260808e-17
3,1,9.05381569059466e-17
1,1,2.98020051791318e-17
2,1,1.01383970853075e-17
3,1,2.9314476044832e-17
1,1,2.58644913103786e-17
2,1,2.07379338727248e-17
3,1,2.13808601289003e-17
1,1,4.80329478941471e-17
2,1,4.01648143530394e-17
3,1,4.7290179007793e-17
1,1,5.93627842539549e-17
2,1,9.04953934825094e-17
3,1,9.3024984744345e-17
1,1,3.72522170187677e-17
2,1,1.04767982166386e-17
3,1,1.22501937782074e-17
1,1,4.62683299808296e-17
2,1,1.58938789851663e-17
3,1,2.0463535795826e-17
1,1,4.98343446606418e-17
2,1,2.03972840372875e-17
3,1,2.65154804322723e-17
1,1,1.06059150831221e-17
2,1,8.39079886694542e-18
3,1,1.42268529430499e-17
1,1,3.57186735848092e-17
2,1,6.08367116770873e-17
3,1,7.74151344170267e-17
1,1,8.31675490907772e-18
2,1,4.7893805473254e-17
3,1,5.79307436326664e-17
1,1,2.25282995026646e-17
2,1,2.95871987811926e-17
3,1,4.00589741579767e-17
1,1,4.21321629293815e-17
2,1,4.95919041156497e-18
3,1,8.11390850986398e-18
1,1,1.20128466713931e-17
2,1,3.95933065880333e-17
3,1,6.20599159501667e-17
1,1,2.55345095821292e-17
2,1,2.72076372627812e-17
3,1,6.23418021400226e-17
1,1,3.95278852932319e-17
2,1,3.66949035552102e-17
3,1,1.10244449494341e-16
1,1,5.17516533113056e-17
2,1,6.20132413729649e-18
3,1,1.44820206370888e-17
1,1,2.69515433786361e-17
2,1,7.5352368286156e-18
3,1,1.30205718781922e-17
1,1,9.59148401871041e-18
2,1,3.29898335991913e-17
3,1,3.2808230171235e-17
1,1,4.18288143604341e-17
2,1,9.83921369610259e-17
3,1,9.74757437462936e-17
1,1,1.73239852854799e-17
2,1,1.38720852896304e-17
3,1,1.49104970789183e-17
1,1,6.55476941650242e-18
2,1,6.20393435101695e-17
3,1,6.87039406621808e-17
1,1,6.92734783169886e-17
2,1,2.07315503471125e-17
3,1,2.13840353090546e-17
1,1,4.11404472184025e-17
2,1,3.20645409088708e-17
3,1,3.17249599782037e-17
1,1,2.28437376631351e-17
2,1,1.51268697869011e-17
3,1,1.49665579218973e-17
1,1,3.62022006161643e-17
2,1,3.45090388760669e-18
3,1,3.80353455365674e-18
1,1,2.8551693553855e-17
2,1,4.28243035359108e-17
3,1,1.09946881152342e-16
1,1,6.24859350378418e-18
2,1,8.71205316806323e-18
3,1,8.65913595479906e-18
1,1,7.33821869229382e-18
2,1,4.16755843919371e-17
3,1,4.37185216863686e-17
1,1,4.84710316785815e-17
2,1,1.72816019426297e-17
3,1,2.25331911133883e-17
1,1,2.06723424664141e-17
2,1,4.10892889833953e-17
3,1,4.09853712117875e-17
1,1,1.11382211666685e-17
2,1,7.66480336627825e-18
3,1,8.04963780570907e-18
1,1,6.86563948252698e-17
2,1,8.49963287051114e-18
3,1,1.17086635885913e-17
1,1,4.61382696514914e-17
2,1,1.03449025210148e-16
3,1,1.03127314226287e-16
1,1,8.12532848056124e-17
2,1,2.27748333691889e-17
3,1,2.37059953012866e-17
1,1,5.14587683894643e-17
2,1,7.22355771178033e-17
3,1,1.20970760218528e-16
1,1,6.3314380942056e-18
2,1,1.16422810366104e-17
3,1,1.1671293062376e-17
1,1,6.21528518076684e-18
2,1,2.75818730832021e-17
3,1,2.74513280491521e-17
1,1,1.35675649356055e-17
2,1,1.52152537020998e-17
3,1,1.7281747527729e-17
1,1,1.03822788081081e-17
2,1,1.58540517809336e-17
3,1,1.7242135868706e-17
1,1,4.34690247736831e-17
2,1,4.70890474296545e-17
3,1,8.89465223942689e-17
1,1,4.04424594373286e-17
2,1,3.21675271596286e-18
3,1,4.68374353992831e-18
1,1,7.10893328645592e-17
2,1,2.14522951815593e-17
3,1,2.31199587656291e-17
1,1,3.18824974301204e-17
2,1,2.34476853361745e-17
3,1,2.59330745423196e-17
1,1,2.47615095977161e-17
2,1,7.03507771143786e-18
3,1,7.19043012745629e-18
1,1,4.8073044845213e-17
2,1,2.53005692520116e-17
3,1,2.56586252858939e-17
1,1,2.12039983963896e-17
2,1,1.04988503503183e-16
3,1,1.08230668362008e-16
1,1,4.15677334103979e-17
2,1,3.82225002885377e-18
3,1,5.84922210722297e-18
1,1,1.0550081497629e-17
2,1,2.47321532525555e-17
3,1,8.7077060815963e-17
1,1,8.25964167704612e-17
2,1,3.61111550072795e-17
3,1,6.69394225224613e-17
1,1,2.287590810308e-17
2,1,1.04650831214872e-17
3,1,2.13869604042331e-17
1,1,1.78123295475418e-17
2,1,5.0120040718224e-17
3,1,9.48816718716208e-17
1,1,4.31007486110932e-17
2,1,3.887313328044e-17
3,1,1.28443308536088e-16
1,1,1.16268431642943e-17
2,1,2.70515935561347e-17
3,1,5.03008914301866e-17
1,1,3.97466828501382e-17
2,1,7.36682003092737e-17
3,1,9.21293936279859e-17
1,1,7.99138452429318e-18
2,1,2.74470259647395e-17
3,1,9.4919358559272e-17
1,1,3.27690813532722e-17
2,1,6.12125387661743e-17
3,1,6.14344428224249e-17
1,1,4.05983480414445e-17
2,1,6.36432770847998e-17
3,1,2.43463648347359e-16
1,1,8.71151572418517e-17
2,1,7.4404464336112e-18
3,1,1.06134136061914e-17
1,1,1.58189134048896e-17
2,1,1.47765056849945e-17
3,1,2.70404360155842e-17
1,1,2.17631713247436e-17
2,1,7.60023696811968e-17
3,1,1.72822940505164e-16
1,1,2.72960669751539e-17
2,1,9.62433486991452e-18
3,1,2.39906814919684e-17
1,1,1.96593726011509e-17
2,1,1.9988801147159e-17
3,1,2.1284070154537e-17
1,1,3.53969606559191e-17
2,1,6.29689863459313e-18
3,1,8.0567853496519e-18
1,1,3.40190240482792e-17
2,1,2.70718816041049e-17
3,1,3.98116606776133e-17
1,1,5.84654381094159e-18
2,1,2.69374214201394e-17
3,1,2.73243205110261e-17
1,1,2.18500712222347e-17
2,1,3.96696237018209e-17
3,1,1.36427613422179e-16
1,1,1.72817143835966e-17
2,1,3.19080147228331e-17
3,1,4.90805574267137e-17
1,1,2.67558413272454e-17
2,1,7.9304524462191e-18
3,1,9.83362648478502e-18
1,1,8.0591037962632e-18
2,1,4.6058472452959e-18
3,1,9.43760061383188e-18
1,1,5.07014543897853e-17
2,1,5.31596898425695e-17
3,1,6.12400462381283e-17
1,1,1.75962779978324e-17
2,1,2.1517151291881e-17
3,1,2.15757366082235e-17
1,1,9.73197296497814e-17
2,1,2.43398283014882e-17
3,1,4.93960657303408e-17
1,1,3.65090448304046e-17
2,1,6.294861932356e-17
3,1,6.41237696087562e-17
1,1,2.07789493057315e-17
2,1,1.5887036936267e-17
3,1,4.95535200186153e-17
1,1,1.70130605497206e-17
2,1,6.0600868488516e-18
3,1,1.28516766080807e-17
1,1,2.07007109856915e-17
2,1,4.03927332812575e-17
3,1,5.68656917761387e-17
1,1,3.40748935082565e-17
2,1,1.31361022295922e-17
3,1,2.79787808118682e-17
1,1,5.32513517541661e-17
2,1,3.8872609680627e-17
3,1,4.79157097854025e-17
1,1,1.92503618797765e-17
2,1,7.38460883318142e-18
3,1,7.61064996782879e-18
1,1,5.66445816560641e-18
2,1,1.90004435480488e-17
3,1,1.86798071939097e-17
1,1,5.66401470160823e-18
2,1,6.25242199869475e-17
3,1,1.61023680965051e-16
1,1,2.83113773630641e-17
2,1,3.80320266007997e-17
3,1,6.68789530805005e-17
1,1,4.59893076857063e-17
2,1,2.85329736808333e-17
3,1,2.96447317581742e-17
1,1,4.58868256152416e-17
2,1,2.52503137273495e-17
3,1,2.56106545825486e-17
1,1,4.49819783524979e-17
2,1,8.44678406172591e-18
3,1,1.28616652248968e-17
1,1,3.07072807703557e-17
2,1,6.82793087916359e-17
3,1,7.26128586429671e-17
1,1,1.63429146825379e-17
2,1,1.43419935870391e-17
3,1,1.71195970646283e-17
1,1,1.10237153420975e-17
2,1,1.95469321582282e-17
3,1,2.79180693189618e-17
1,1,6.7625644640402e-17
2,1,6.18194516449997e-18
3,1,1.1546748054949e-17
1,1,3.83158121663562e-17
2,1,1.88307204411467e-17
3,1,1.91131799562341e-17
1,1,4.27917191905142e-17
2,1,1.86790380928428e-17
3,1,1.95200216236129e-17
1,1,3.848841792753e-17
2,1,5.98507791345497e-17
3,1,6.04647817589457e-17
1,1,9.73686378604733e-17
2,1,4.35188639989372e-17
3,1,6.07130529808933e-17
1,1,2.04213369861307e-17
2,1,9.96411760344568e-18
3,1,1.72443671461966e-17
1,1,7.53870517614713e-18
2,1,3.48957281106846e-17
3,1,5.75544044486974e-17
1,1,6.75109897900792e-17
2,1,4.23514025989037e-17
3,1,4.20622039216839e-17
1,1,1.24409584461294e-17
2,1,5.38535972933303e-18
3,1,5.3792454925844e-18
1,1,2.03836892792016e-17
2,1,2.44400161743662e-17
3,1,5.82135865994878e-17
1,1,1.55365077973086e-17
2,1,2.6655421237227e-17
3,1,6.13397305472502e-17
1,1,2.27066583028358e-17
2,1,4.51376796001323e-17
3,1,1.79594281779902e-16
1,1,9.84594939141644e-18
2,1,5.42730610798136e-17
3,1,8.48089982567466e-17
1,1,2.4067322188027e-17
2,1,4.19935301096115e-17
3,1,6.46464335076767e-17
1,1,7.67792825963648e-18
2,1,4.40443478595296e-18
3,1,1.41062261923423e-17
1,1,4.21701462994335e-17
2,1,6.86490608481129e-17
3,1,6.8204409229829e-17
1,1,6.09533702551936e-17
2,1,2.72110487992186e-17
3,1,4.36600040420608e-17
1,1,8.09969836411453e-18
2,1,1.46887691643473e-16
3,1,1.47694445288464e-16
1,1,3.98590836805016e-17
2,1,1.90002094114197e-17
3,1,4.51642545329593e-17
1,1,3.1497958638414e-17
2,1,7.64040963781743e-18
3,1,8.78732216527126e-18
1,1,3.15775121668555e-17
2,1,1.42299714934896e-17
3,1,1.90203788443432e-17
1,1,8.7111378435376e-17
2,1,3.14369380647133e-17
3,1,3.11688856030288e-17
1,1,3.27267087327854e-17
2,1,2.29512592418929e-17
3,1,2.34064972255386e-17
1,1,4.44851738703124e-17
2,1,1.17974830256835e-17
3,1,4.7973567287376e-17
1,1,5.00342862909889e-18
2,1,5.11793161146858e-18
3,1,2.03880880961525e-17
1,1,5.7758102635365e-17
2,1,1.81102110663839e-17
3,1,1.80924941395652e-17
1,1,6.17716695692491e-17
2,1,4.93645083520222e-17
3,1,2.38358257519736e-16
1,1,8.26679564294276e-18
2,1,6.61871897616261e-17
3,1,6.56277635066639e-17
1,1,2.21085269494425e-17
2,1,4.56953598144656e-17
3,1,8.89624728544249e-17
1,1,3.57977752848408e-17
2,1,8.10174177938223e-18
3,1,8.8860485774732e-18
1,1,8.25602724979874e-17
2,1,1.32882253473614e-17
3,1,1.57348233379544e-17
1,1,2.9969074756699e-17
2,1,3.69838679592386e-17
3,1,4.83735922864069e-17
1,1,1.93672278378164e-17
2,1,6.96083943241158e-18
3,1,7.02639925002793e-18
1,1,2.85340135176034e-17
2,1,2.50104742841769e-17
3,1,3.75630666903724e-17
1,1,2.6122235368123e-17
2,1,6.07335688153816e-17
3,1,8.48079918125158e-17
1,1,1.23508932951488e-17
2,1,4.10539265739021e-18
3,1,4.22931581472236e-18
1,1,6.27709925022545e-17
2,1,3.08432404916341e-17
3,1,3.11610074977635e-17
1,1,3.75280997413679e-17
2,1,2.15620210738376e-17
3,1,3.72836205655215e-17
1,1,4.06901349804071e-17
2,1,6.30916272723873e-18
3,1,6.71200723522768e-18
1,1,2.3455578746287e-17
2,1,2.10708706412283e-17
3,1,2.81364218813227e-17
1,1,8.93218293679056e-18
2,1,9.4708063312726e-18
3,1,9.48222999577703e-18
1,1,1.23852082540624e-17
2,1,1.84443730201779e-17
3,1,1.88654649878041e-17
1,1,3.45993032042445e-17
2,1,6.45201989186015e-17
3,1,1.66187534719605e-16
1,1,1.07503127446659e-17
2,1,1.92288498343383e-17
3,1,6.21154693411847e-17
1,1,6.57969942153006e-18
2,1,3.48286791296939e-17
3,1,7.00739232372607e-17
1,1,2.05324238953074e-17
2,1,2.02180448403922e-17
3,1,3.63860321316501e-17
1,1,4.5658640035063e-17
2,1,1.04925410822889e-17
3,1,1.36431789048364e-17
1,1,5.75563093265932e-17
2,1,5.1718394407523e-17
3,1,5.6414758571078e-17
1,1,3.55597260957576e-17
2,1,4.18595349243304e-17
3,1,4.94069089640573e-17
1,1,4.03765586410805e-17
2,1,2.82086149124338e-17
3,1,8.91732065977408e-17
1,1,2.36377732218423e-17
2,1,5.1603152067075e-18
3,1,8.86373475961987e-18
1,1,5.45547553597977e-18
2,1,2.27060367672308e-17
3,1,2.42291244823127e-17
1,1,1.25011008721196e-17
2,1,6.99515405946831e-18
3,1,1.46848199149336e-17
1,1,5.28035698627691e-17
2,1,7.34810370955496e-17
3,1,8.9814011149908e-17
1,1,1.01536755790682e-17
2,1,6.2824024150634e-18
3,1,1.56312500218149e-17
1,1,1.11116087498171e-17
2,1,7.6918945803435e-17
3,1,1.01380502166288e-16
1,1,2.0989424445673e-17
2,1,4.3963095658698e-17
3,1,4.33347129739191e-17
1,1,1.62117877232551e-17
2,1,2.58744123954353e-17
3,1,5.19882360919901e-17
1,1,3.02270838580383e-17
2,1,2.12456302083707e-17
3,1,2.32698521102899e-17
1,1,2.34300195537793e-17
2,1,2.37372245344932e-17
3,1,8.98267397895063e-17
1,1,1.69789020610341e-17
2,1,4.75615065011346e-17
3,1,6.19588596506801e-17
1,1,6.98489218140013e-17
2,1,2.97165313312765e-17
3,1,3.04391306564156e-17
1,1,2.17939921556111e-17
2,1,4.23106469877592e-17
3,1,1.31482810541426e-16
1,1,3.28925818985675e-17
2,1,1.13552367631915e-17
3,1,2.03068719380123e-17
1,1,1.92343688705592e-17
2,1,1.24120852987418e-17
3,1,2.79915875093507e-17
1,1,6.89479657730124e-18
2,1,4.93701152705621e-18
3,1,7.39315407388389e-18
1,1,4.35865172009492e-17
2,1,4.18415573192218e-17
3,1,4.58136775255443e-17
1,1,6.91020649082411e-17
2,1,6.36887088692486e-17
3,1,1.34934567127349e-16
1,1,3.94521137408797e-17
2,1,4.35465411736692e-17
3,1,4.35122119278396e-17
1,1,1.51560123387124e-17
2,1,8.02519575504502e-18
3,1,8.28877523668245e-18
1,1,6.21671932668409e-17
2,1,6.94525445791731e-18
3,1,7.26735792059478e-18
1,1,2.3400561520552e-17
2,1,5.39839089888385e-17
3,1,1.10661071024669e-16
1,1,3.52284687339184e-17
2,1,2.21723610557754e-17
3,1,2.4727543400968e-17
1,1,6.7745519420401e-18
2,1,8.67628018036011e-17
3,1,1.09935243648375e-16
1,1,2.81055487692784e-17
2,1,9.58081359846409e-18
3,1,9.01662447716117e-18
1,1,3.81828276280283e-17
2,1,7.08861232823904e-17
3,1,7.18586088346557e-17
1,1,9.61224087696177e-18
2,1,2.49976538337709e-17
3,1,3.87490554761302e-17
1,1,1.77049598358885e-17
2,1,1.14382327896459e-17
3,1,1.14115266127613e-17
1,1,8.84806136323459e-17
2,1,2.24878685488045e-17
3,1,2.25577570633034e-17
1,1,4.13999051004304e-17
2,1,2.11927226031959e-17
3,1,4.66963664567365e-17
1,1,8.70107760908478e-17
2,1,3.90719716582061e-17
3,1,4.08203850474615e-17
1,1,5.15007169572315e-18
2,1,2.00384373392466e-17
3,1,2.93184149057977e-17
1,1,2.08833536401829e-17
2,1,5.86107656227055e-17
3,1,7.3500772255861e-17
1,1,2.12350523796192e-17
2,1,9.07752387524755e-18
3,1,1.22567694704404e-17
1,1,2.54015733989465e-17
2,0.999999999999998,1.37028508174129e-16
3,0.999999999999998,1.46072829268505e-16
1,1,4.11068064283138e-17
2,1,3.37195686566945e-17
3,1,7.42209565744448e-17
1,1,9.58044817912154e-18
2,1,7.61037614479108e-17
3,1,8.12228087091162e-17
1,1,2.03003510565347e-17
2,1,2.2406452273409e-17
3,1,4.52587977332496e-17
1,1,6.71035547567602e-17
2,1,3.87368434963417e-17
3,1,5.36027793574649e-17
